Employee_Name,EmpID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,Salary,Termd,PositionID,Position,State,DOB,Gender,CitizenDesc,ATSI,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,DaysLateLast30,Absences,Employment Type
"Gill, Whitney  ",10142,0,4,6,3,0,59370,1,3,Area Sales Manager,NSW,10/07/1976,Female,Citizen,No,7/07/2019,5/09/2020,attendance,Terminated for Cause,Sales,John Smith,17,CareerBuilder,Fully Meets,3.97,4,0,0,7,Full-Time
"Gilles, Alex",10283,1,5,5,2,1,54933,1,19,Production Technician I,QLD,9/08/1979,Male,Citizen,No,2/04/2017,25/06/2020,military,Voluntarily Terminated,Production       ,Webster Butler,39,Diversity Job Fair,Needs Improvement,3.97,4,0,3,15,Full-Time
"Girifalco, Evelyn",10018,0,1,5,4,0,57815,0,19,Production Technician I,QLD,8/05/1985,Female,Citizen,Yes,29/09/2019,,N/A-StillEmployed,Active,Production       ,Amy Dunn,11,Indeed,Exceeds,3.9,4,0,0,3,Full-Time
"Givens, Myriam",10255,0,1,6,3,0,61555,0,3,Area Sales Manager,NSW,22/09/1994,Female,Citizen,No,16/02/2020,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Indeed,Fully Meets,4.5,5,0,0,20,Full-Time
"Goble, Taisha",10246,0,4,3,3,0,114800,1,8,Database Administrator,QLD,23/10/1976,Female,Citizen,No,16/02/2020,15/03/2020,"no-call, no-show",Terminated for Cause,IT/IS,Simon Roup,4,Indeed,Fully Meets,4.6,4,4,0,10,Full-Time
"Goeth, Amon",10228,1,1,3,3,0,74679,0,14,IT Support,QLD,24/11/1994,Male,Citizen,Yes,30/03/2020,,N/A-StillEmployed,Active,IT/IS,Peter Monroe,7,LinkedIn,Fully Meets,4.3,5,7,0,20,Fixed Term Part-Time
"Gold, Shenice  ",10243,0,1,5,3,0,53018,0,19,Production Technician I,QLD,18/06/1997,Female,Citizen,Yes,11/11/2018,,N/A-StillEmployed,Active,Production       ,Ketsia Liebig,19,Indeed,Fully Meets,4.3,5,0,0,7,Full-Time
"Gonzalez, Cayo",10031,1,1,5,4,1,59892,0,19,Production Technician I,QLD,29/09/1974,Male,Citizen,No,11/07/2016,,N/A-StillEmployed,Active,Production       ,Brannon Miller,12,Diversity Job Fair,Exceeds,4.5,4,0,0,1,Full-Time
"Gonzalez, Juan",10300,1,5,5,1,1,68898,1,20,Production Technician II,QLD,12/10/1969,Male,Citizen,No,26/04/2015,30/05/2016,career change,Voluntarily Terminated,Production       ,Brannon Miller,12,Diversity Job Fair,PIP,3,3,0,3,10,Full-Time
"Gonzalez, Maria",10101,0,1,3,3,0,61242,0,14,IT Support,QLD,16/04/1986,Female,Citizen,Yes,5/01/2020,,N/A-StillEmployed,Active,IT/IS,Peter Monroe,7,Employee Referral,Fully Meets,4.61,4,5,0,11,Fixed Term Part-Time
"Good, Susan",10237,0,3,5,3,0,66825,0,20,Production Technician II,QLD,25/05/1991,Female,Citizen,No,12/05/2019,,N/A-StillEmployed,Active,Production       ,David Stanley,14,LinkedIn,Fully Meets,4.6,3,0,0,20,Full-Time
"Gordon, David",10051,1,1,5,3,0,48285,0,19,Production Technician I,QLD,21/05/1984,Male,Citizen,No,2/07/2017,,N/A-StillEmployed,Active,Production       ,David Stanley,14,LinkedIn,Fully Meets,5,3,0,0,2,Fixed Term Part-Time
"Gosciminski, Phylicia  ",10218,0,3,5,3,0,66149,0,20,Production Technician II,QLD,8/12/1988,Female,Citizen,No,30/09/2018,,N/A-StillEmployed,Active,Production       ,Kissy Sullivan,20,Google Search,Fully Meets,4.4,5,0,0,1,Fixed Term Part-Time
"Goyal, Roxana",10256,0,3,5,3,0,49256,0,19,Production Technician I,QLD,9/10/1979,Female,Citizen,No,19/08/2018,,N/A-StillEmployed,Active,Production       ,Kissy Sullivan,20,LinkedIn,Fully Meets,4.1,5,0,0,3,Fixed Term Part-Time
"Gray, Elijiah  ",10098,1,1,5,3,0,62957,0,18,Production Manager,QLD,11/07/1986,Male,Citizen,No,2/06/2020,,N/A-StillEmployed,Active,Production       ,Janet King,2,Employee Referral,Fully Meets,4.63,3,0,0,2,Full-Time
"Gross, Paula",10059,0,5,5,3,0,63813,1,19,Production Technician I,QLD,21/05/1988,Female,Citizen,No,21/02/2016,11/01/2019,more money,Voluntarily Terminated,Production       ,Kelley Spirea,18,CareerBuilder,Fully Meets,5,5,0,0,17,Full-Time
"Gruber, Hans",10234,1,1,3,3,0,99020,0,4,BI Developer,QLD,30/06/1994,Male,Citizen,No,20/04/2022,,N/A-StillEmployed,Active,IT/IS,Brian Champaigne,13,Indeed,Fully Meets,4.2,5,5,0,8,Full-Time
"Guilianno, Mike",10109,1,5,6,3,0,71707,1,3,Area Sales Manager,NSW,9/02/1974,Male,Citizen,No,7/03/2017,31/10/2019,relocation out of area,Voluntarily Terminated,Sales,John Smith,17,LinkedIn,Fully Meets,4.5,5,0,0,20,Full-Time
"Handschiegl, Joanne",10125,0,1,5,3,0,54828,0,19,Production Technician I,QLD,23/03/1982,Female,Citizen,No,28/11/2016,,N/A-StillEmployed,Active,Production       ,Michael Albert,22,Google Search,Fully Meets,4.2,4,0,0,13,Full-Time
"Hankard, Earnest",10074,1,1,5,3,0,64246,0,20,Production Technician II,QLD,10/08/1993,Male,Citizen,Yes,11/11/2018,,N/A-StillEmployed,Active,Production       ,Kelley Spirea,18,LinkedIn,Fully Meets,5,3,0,0,20,Full-Time
"Harrington, Christie ",10097,0,5,5,3,0,52177,1,19,Production Technician I,QLD,18/08/1957,Female,Citizen,No,9/01/2017,15/12/2020,retiring,Voluntarily Terminated,Production       ,Webster Butler,39,CareerBuilder,Fully Meets,4.64,4,0,0,8,Full-Time
"Harrison, Kara",10007,0,1,5,4,0,62065,0,19,Production Technician I,QLD,2/05/1979,Female,Citizen,No,12/05/2019,,N/A-StillEmployed,Active,Production       ,Amy Dunn,11,CareerBuilder,Exceeds,4.76,4,0,0,5,Full-Time
"Heitzman, Anthony",10129,2,1,5,3,0,46998,0,19,Production Technician I,QLD,4/01/1989,Non Binary,Citizen,No,13/08/2017,,N/A-StillEmployed,Active,Production       ,Ketsia Liebig,19,Google Search,Fully Meets,4.17,4,0,0,1,Full-Time
"Hendrickson, Trina",10075,0,5,5,3,0,68099,1,20,Production Technician II,QLD,27/08/1977,Female,Citizen,No,10/01/2016,18/06/2018,hours,Voluntarily Terminated,Production       ,Kelley Spirea,18,CareerBuilder,Fully Meets,5,3,0,0,15,Full-Time
"Hitchcock, Alfred",10167,1,1,6,3,0,70545,0,3,Area Sales Manager,NSW,14/09/1993,Male,Citizen,No,18/08/2019,,N/A-StillEmployed,Active,Sales,John Smith,17,Indeed,Fully Meets,3.6,5,0,0,9,Full-Time
"Homberger, Adrienne  J",10195,0,5,5,3,0,63478,1,20,Production Technician II,QLD,16/02/1989,Female,Work Visa,No,15/08/2016,7/04/2017,relocation out of area,Voluntarily Terminated,Production       ,Michael Albert,30,Indeed,Fully Meets,3.03,5,0,0,16,Full-Time
"Horton, Jayne",10112,0,1,3,3,0,97999,0,8,Database Administrator,QLD,21/02/1989,Female,Citizen,No,30/03/2020,,N/A-StillEmployed,Active,IT/IS,Simon Roup,4,Indeed,Fully Meets,4.48,5,6,0,4,Full-Time
"Houlihan, Debra",10272,0,1,6,3,0,180000,0,11,Director of Sales,NSW,17/03/1971,Female,Citizen,No,5/05/2019,,N/A-StillEmployed,Active,Sales,Janet King,2,LinkedIn,Fully Meets,4.5,4,0,0,19,Full-Time
"Howard, Estelle",10182,0,1,1,3,0,49920,1,2,Administrative Assistant,QLD,16/09/1990,Female,Citizen,No,16/02/2020,15/04/2020,"no-call, no-show",Terminated for Cause,Admin Offices,Brandon R. LeBlanc,1,Indeed,Fully Meets,3.24,3,4,0,6,Casual 
"Hudson, Jane",10248,0,1,5,3,0,55425,0,19,Production Technician I,QLD,10/06/1991,Female,Citizen,No,20/02/2017,,N/A-StillEmployed,Active,Production       ,Ketsia Liebig,19,LinkedIn,Fully Meets,4.8,4,0,0,4,Full-Time
"Hunts, Julissa",10201,0,2,5,3,0,69340,0,20,Production Technician II,QLD,11/03/1989,Female,Citizen,No,6/06/2021,,N/A-StillEmployed,Active,Production       ,Elijiah Gray,16,LinkedIn,Fully Meets,3,5,0,0,4,Full-Time
"Hutter, Rosalie",10214,0,2,5,3,0,64995,0,20,Production Technician II,QLD,7/05/1997,Female,Citizen,No,5/06/2020,,N/A-StillEmployed,Active,Production       ,Webster Butler,,Indeed,Fully Meets,4.5,3,0,0,6,Full-Time
"Huynh, Ming",10160,0,5,5,3,0,68182,1,20,Production Technician II,QLD,22/09/1981,Female,Citizen,No,21/02/2016,1/04/2018,unhappy,Voluntarily Terminated,Production       ,Amy Dunn,11,Google Search,Fully Meets,3.72,3,0,0,18,Full-Time
"Immediato, Walter",10289,1,5,5,2,0,83082,1,18,Production Manager,QLD,15/11/1981,Male,Citizen,No,21/02/2016,24/09/2017,unhappy,Voluntarily Terminated,Production       ,Janet King,2,Indeed,Needs Improvement,2.34,2,0,3,4,Full-Time
"Ivey, Rose ",10139,0,1,5,3,0,51908,0,19,Production Technician I,QLD,28/01/1996,Female,Citizen,No,19/08/2018,,N/A-StillEmployed,Active,Production       ,Brannon Miller,12,Indeed,Fully Meets,3.99,3,0,0,14,Part-Time
"Jackson, Maryellen",10227,0,1,5,3,0,61242,0,19,Production Technician I,QLD,11/09/1977,Female,Citizen,No,5/11/2017,,N/A-StillEmployed,Active,Production       ,David Stanley,14,LinkedIn,Fully Meets,4.1,3,0,0,7,Fixed Term Part-Time
"Jacobi, Hannah  ",10236,0,1,5,3,0,45069,0,19,Production Technician I,QLD,22/03/1971,Female,Citizen,No,30/09/2018,,N/A-StillEmployed,Active,Production       ,Kissy Sullivan,20,Employee Referral,Fully Meets,4.3,5,0,0,7,Fixed Term Part-Time
"Jeannite, Tayana",10009,0,1,5,4,0,60724,0,20,Production Technician II,QLD,6/11/1991,Female,Citizen,No,5/07/2016,,N/A-StillEmployed,Active,Production       ,Ketsia Liebig,19,LinkedIn,Exceeds,4.6,4,0,0,11,Full-Time
"Jhaveri, Sneha  ",10060,0,1,5,3,0,60436,0,19,Production Technician I,QLD,13/04/1969,Female,Citizen,No,6/01/2019,,N/A-StillEmployed,Active,Production       ,Kelley Spirea,18,LinkedIn,Fully Meets,5,5,0,0,9,Full-Time
"Johnson, George",10034,1,5,5,4,0,46837,1,19,Production Technician I,QLD,19/08/1964,Male,Citizen,No,7/11/2016,29/04/2023,more money,Voluntarily Terminated,Production       ,Michael Albert,22,CareerBuilder,Exceeds,4.7,4,0,0,9,Full-Time
"Johnson, Noelle ",10156,0,3,3,3,0,105700,0,8,Database Administrator,QLD,7/11/1991,Female,Citizen,No,5/01/2020,,N/A-StillEmployed,Active,IT/IS,Simon Roup,4,Indeed,Fully Meets,3.75,3,5,0,2,Full-Time
"Johnston, Yen",10036,0,1,5,4,0,63322,0,20,Production Technician II,QLD,8/09/1974,Female,Citizen,No,7/07/2019,,N/A-StillEmployed,Active,Production       ,Brannon Miller,12,LinkedIn,Exceeds,4.3,3,0,0,1,Full-Time
"Jung, Judy  ",10138,0,5,5,3,0,61154,1,19,Production Technician I,QLD,17/04/1991,Female,Citizen,No,10/01/2016,1/04/2021,unhappy,Voluntarily Terminated,Production       ,Elijiah Gray,16,CareerBuilder,Fully Meets,4,4,0,0,4,Full-Time
"Kampew, Donysha",10244,0,5,6,3,0,68999,1,21,Sales Manager,NSW,11/11/1994,Female,Citizen,No,7/11/2016,24/04/2019,maternity leave - did not return,Voluntarily Terminated,Sales,Debra Houlihan,15,Google Search,Fully Meets,4.5,5,0,0,2,Full-Time
"Keatts, Kramer ",10192,1,1,5,3,0,50482,0,19,Production Technician I,QLD,19/01/1981,Male,Citizen,No,30/09/2018,,N/A-StillEmployed,Active,Production       ,Michael Albert,22,Indeed,Fully Meets,3.07,4,0,0,10,Full-Time
"Khemmich, Bartholemew",10231,1,1,6,3,0,65310,0,3,Area Sales Manager,NSW,27/11/1984,Male,Citizen,No,19/08/2018,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Indeed,Fully Meets,4.3,5,0,0,13,Full-Time
"King, Janet",10089,0,1,2,3,0,250000,0,16,President & CEO,QLD,21/09/1959,Female,Citizen,Yes,2/07/2017,,N/A-StillEmployed,Active,Executive Office,Board of Directors,9,Indeed,Fully Meets,4.83,3,0,0,10,Fixed Term Part-Time
"Kinsella, Kathleen  ",10166,0,5,5,3,0,54005,1,19,Production Technician I,QLD,8/12/1978,Female,Citizen,No,26/09/2016,4/06/2020,more money,Voluntarily Terminated,Production       ,Webster Butler,39,Google Search,Fully Meets,3.6,5,0,0,16,Full-Time
"Kirill, Alexandra  ",10170,0,5,5,3,0,45433,1,19,Production Technician I,QLD,8/10/1975,Female,Citizen,No,26/09/2016,9/01/2019,more money,Voluntarily Terminated,Production       ,Amy Dunn,11,Google Search,Fully Meets,3.49,4,0,0,6,Full-Time
"Knapp, Bradley  J",10208,1,1,5,3,0,46654,0,19,Production Technician I,QLD,10/11/1982,Male,Citizen,No,17/02/2019,,N/A-StillEmployed,Active,Production       ,Ketsia Liebig,19,LinkedIn,Fully Meets,3.1,3,0,0,3,Full-Time
"Kretschmer, John",10176,1,1,5,3,0,63973,0,19,Production Technician I,QLD,2/02/1985,Male,Citizen,No,10/01/2016,,N/A-StillEmployed,Active,Production       ,Brannon Miller,12,Indeed,Fully Meets,3.38,3,0,0,17,Full-Time
"Kreuger, Freddy",10165,1,1,6,3,1,71339,0,3,Area Sales Manager,NSW,24/02/1974,Male,Citizen,Yes,7/03/2016,,N/A-StillEmployed,Active,Sales,John Smith,17,Diversity Job Fair,Fully Meets,3.65,5,0,0,20,Full-Time
"Lajiri,  Jyoti",10113,1,3,3,3,0,93206,0,28,Sr. Network Engineer,QLD,23/04/1991,Male,Citizen,No,10/11/2019,,N/A-StillEmployed,Active,IT/IS,Peter Monroe,7,Employee Referral,Fully Meets,4.46,5,6,0,7,Full-Time
"Landa, Hans",10092,1,4,5,3,0,82758,1,18,Production Manager,QLD,1/07/1977,Male,Citizen,No,10/01/2016,12/12/2020,attendance,Terminated for Cause,Production       ,Janet King,2,Employee Referral,Fully Meets,4.78,4,0,0,9,Full-Time
"Langford, Lindsey",10106,0,5,5,3,0,66074,1,20,Production Technician II,QLD,25/07/1984,Female,Citizen,No,7/01/2018,31/03/2019,Another position,Voluntarily Terminated,Production       ,David Stanley,14,Indeed,Fully Meets,4.52,3,0,0,20,Full-Time
"Langton, Enrico",10052,1,1,5,3,0,46120,0,19,Production Technician I,QLD,9/12/1991,Male,Citizen,No,9/07/2017,,N/A-StillEmployed,Active,Production       ,David Stanley,14,LinkedIn,Fully Meets,5,5,0,0,13,Part-Time
"LaRotonda, William  ",10038,1,1,1,3,0,64520,0,1,Accountant I,QLD,26/04/1989,Male,Citizen,No,6/01/2019,,N/A-StillEmployed,Active,Admin Offices,Brandon R. LeBlanc,1,Website,Fully Meets,5,4,4,0,3,Full-Time
"Latif, Mohammed",10249,1,5,5,3,0,61962,1,20,Production Technician II,QLD,9/05/1989,Male,Citizen,No,2/04/2017,15/04/2018,more money,Voluntarily Terminated,Production       ,Kissy Sullivan,20,Google Search,Fully Meets,4.9,3,0,0,20,Full-Time
"Le, Binh",10232,2,1,3,3,0,81584,0,22,Senior BI Developer,QLD,14/06/1992,Non Binary,Citizen,No,2/10/2021,,N/A-StillEmployed,Active,IT/IS,Brian Champaigne,13,Indeed,Fully Meets,4.1,5,7,0,2,Full-Time
"Leach, Dallas",10087,0,5,5,3,0,63676,1,19,Production Technician I,QLD,17/01/1984,Female,Citizen,No,26/09/2016,19/08/2023,return to school,Voluntarily Terminated,Production       ,Kissy Sullivan,20,CareerBuilder,Fully Meets,4.88,3,0,0,17,Full-Time
"LeBlanc, Brandon  R",10134,1,1,1,3,0,93046,0,23,Shared Services Manager,QLD,10/06/1989,Male,Citizen,No,5/01/2021,,N/A-StillEmployed,Active,Admin Offices,Janet King,2,CareerBuilder,Fully Meets,4.1,4,0,0,20,Full-Time
"Lecter, Hannibal",10251,1,1,5,3,0,64738,0,19,Production Technician I,QLD,2/09/1987,Male,Citizen,No,14/05/2017,,N/A-StillEmployed,Active,Production       ,Elijiah Gray,16,Google Search,Fully Meets,4.1,3,0,0,10,Full-Time
"Leruth, Giovanni",10103,1,1,6,3,0,70468,0,3,Area Sales Manager,NSW,27/12/1993,Male,Citizen,No,30/04/2017,,N/A-StillEmployed,Active,Sales,John Smith,17,Website,Fully Meets,4.53,3,0,0,16,Full-Time
"Liebig, Ketsia",10017,0,1,5,4,0,77915,0,18,Production Manager,QLD,26/10/1986,Female,Citizen,No,30/09/2018,,N/A-StillEmployed,Active,Production       ,Janet King,2,Website,Exceeds,4.1,3,0,0,11,Full-Time
"Linares, Marilyn ",10186,0,5,5,3,0,52624,1,19,Production Technician I,QLD,26/03/1986,Female,Citizen,No,5/07/2016,26/09/2023,unhappy,Voluntarily Terminated,Production       ,Michael Albert,22,Indeed,Fully Meets,3.18,4,0,0,16,Part-Time
"Linden, Mathew",10137,1,3,5,3,0,63450,0,20,Production Technician II,QLD,19/03/1984,Male,Citizen,No,8/07/2018,,N/A-StillEmployed,Active,Production       ,Kelley Spirea,18,LinkedIn,Fully Meets,4,3,0,0,7,Full-Time
"Lindsay, Leonara ",10008,0,1,3,4,1,51777,0,14,IT Support,NSW,5/10/1993,Female,Citizen,Yes,21/01/2016,,N/A-StillEmployed,Active,IT/IS,Eric Dougall,6,Diversity Job Fair,Exceeds,4.64,4,5,0,14,Full-Time
"Lundy, Susan",10096,0,5,5,3,0,67237,1,20,Production Technician II,QLD,26/12/1981,Female,Citizen,No,8/07/2018,15/09/2021,more money,Voluntarily Terminated,Production       ,Michael Albert,22,LinkedIn,Fully Meets,4.65,4,0,0,15,Part-Time
"Lunquist, Lisa",10035,0,1,5,4,0,73330,0,20,Production Technician II,QLD,28/03/1987,Female,Citizen,No,19/08/2018,,N/A-StillEmployed,Active,Production       ,Elijiah Gray,16,Indeed,Exceeds,4.2,4,0,0,19,Full-Time
"Lydon, Allison",10057,0,3,5,3,0,52057,0,19,Production Technician I,QLD,22/10/1980,Female,Citizen,No,16/02/2020,,N/A-StillEmployed,Active,Production       ,Elijiah Gray,16,Website,Fully Meets,5,3,0,0,6,Part-Time
"Lynch, Lindsay",10004,0,5,5,4,1,47434,1,19,Production Technician I,QLD,14/02/1978,Female,Citizen,Yes,7/11/2016,14/11/2020,Another position,Voluntarily Terminated,Production       ,Webster Butler,39,Diversity Job Fair,Exceeds,5,4,0,0,17,Full-Time
"MacLennan, Samuel",10191,1,5,5,3,0,52788,1,19,Production Technician I,QLD,9/11/1977,Male,Citizen,No,24/09/2017,26/09/2022,hours,Voluntarily Terminated,Production       ,Amy Dunn,11,Indeed,Fully Meets,3.08,4,0,0,18,Full-Time
"Mahoney, Lauren  ",10219,0,1,5,3,0,45395,0,19,Production Technician I,QLD,7/07/1991,Female,Citizen,No,6/01/2019,,N/A-StillEmployed,Active,Production       ,Ketsia Liebig,19,LinkedIn,Fully Meets,4.6,4,0,0,14,Full-Time
"Manchester, Robyn",10077,0,2,5,3,0,62385,0,20,Production Technician II,QLD,25/08/1981,Female,Citizen,No,11/05/2021,,N/A-StillEmployed,Active,Production       ,Webster Butler,,LinkedIn,Fully Meets,5,3,0,0,4,Full-Time
"Mancuso, Karen",10073,0,5,5,3,0,68407,1,20,Production Technician II,QLD,10/12/1991,Female,Citizen,No,5/07/2016,19/08/2017,Another position,Voluntarily Terminated,Production       ,Amy Dunn,11,LinkedIn,Fully Meets,5,4,0,0,16,Full-Time
"Mangal, Debbie",10279,0,1,5,3,0,61349,0,19,Production Technician I,QLD,7/11/1979,Female,Citizen,No,11/11/2018,,N/A-StillEmployed,Active,Production       ,Brannon Miller,12,LinkedIn,Fully Meets,4.1,3,0,0,11,Full-Time
"Martin, Sandra",10110,0,1,4,3,0,105688,0,24,Software Engineer,QLD,7/11/1992,Female,Citizen,No,11/11/2018,,N/A-StillEmployed,Active,Software Engineering,Alex Sweetwater,10,Google Search,Fully Meets,4.5,5,4,0,14,Full-Time
"Maurice, Shana",10053,0,1,5,3,0,54132,0,19,Production Technician I,QLD,22/11/1982,Female,Citizen,No,31/05/2016,,N/A-StillEmployed,Active,Production       ,David Stanley,14,Indeed,Fully Meets,5,4,0,0,8,Full-Time
"Carthy, B'rigit",10076,0,1,5,3,0,55315,0,20,Production Technician II,QLD,21/05/1992,Female,Citizen,No,30/03/2020,,N/A-StillEmployed,Active,Production       ,Ketsia Liebig,19,LinkedIn,Fully Meets,5,5,0,0,16,Full-Time
"Mckenna, Sandy",10145,0,1,5,3,0,62810,0,19,Production Technician I,QLD,7/01/1992,Female,Citizen,No,7/01/2018,,N/A-StillEmployed,Active,Production       ,Kissy Sullivan,20,CareerBuilder,Fully Meets,3.93,3,0,0,20,Full-Time
"McKinzie, Jac",10202,1,2,6,3,0,63291,0,3,Area Sales Manager,VIC,1/07/1989,Male,Citizen,No,6/07/2021,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Website,Fully Meets,3.4,4,0,0,7,Full-Time
"Meads, Elizabeth",10128,0,5,5,3,1,62659,1,19,Production Technician I,QLD,30/05/1973,Female,Citizen,No,2/04/2017,11/11/2021,Another position,Voluntarily Terminated,Production       ,Kelley Spirea,18,Diversity Job Fair,Fully Meets,4.18,4,0,0,17,Full-Time
"Medeiros, Jennifer",10068,0,1,5,3,0,55688,0,19,Production Technician I,QLD,22/09/1981,Female,Citizen,No,30/03/2020,,N/A-StillEmployed,Active,Production       ,Michael Albert,22,CareerBuilder,Fully Meets,5,4,0,0,10,Full-Time
"Miller, Brannon",10116,1,1,5,3,0,83667,0,18,Production Manager,QLD,10/08/1986,Male,Citizen,yes,16/08/2017,,N/A-StillEmployed,Active,Production       ,Janet King,2,Indeed,Fully Meets,4.37,3,0,0,2,Full-Time
"Miller, Ned",10298,1,5,5,1,0,55800,1,20,Production Technician II,QLD,29/06/1990,Male,Citizen,No,15/08/2016,4/09/2019,unhappy,Voluntarily Terminated,Production       ,Brannon Miller,12,LinkedIn,PIP,3,2,0,6,6,Full-Time
"Monkfish, Erasumus",10213,1,1,5,3,0,58207,0,20,Production Technician II,QLD,17/08/1997,Male,Citizen,No,7/11/2016,,N/A-StillEmployed,Active,Production       ,David Stanley,14,LinkedIn,Fully Meets,3.7,3,0,0,14,Full-Time
"Monroe, Peter",10288,1,1,3,2,1,157000,0,13,IT Manager - Infra,QLD,5/10/1991,Male,Permanent Resident,Yes,15/02/2017,,N/A-StillEmployed,Active,IT/IS,Jennifer Zamora,5,Diversity Job Fair,Needs Improvement,2.39,3,6,4,13,Full-Time
"Monterro, Luisa",10025,0,1,5,4,0,72460,0,20,Production Technician II,QLD,24/04/1975,Female,Citizen,No,13/05/2018,,N/A-StillEmployed,Active,Production       ,Kissy Sullivan,20,Indeed,Exceeds,4.7,3,0,0,1,Full-Time
"Moran, Patrick",10223,1,3,5,3,1,72106,0,20,Production Technician II,QLD,3/12/1981,Male,Citizen,No,9/01/2017,,N/A-StillEmployed,Active,Production       ,Kelley Spirea,18,Diversity Job Fair,Fully Meets,4.1,4,0,0,12,Full-Time
"Morway, Tanya",10151,0,1,3,3,0,52599,0,15,Network Engineer,QLD,4/04/1984,Female,Citizen,No,16/02/2020,,N/A-StillEmployed,Active,IT/IS,Peter Monroe,7,CareerBuilder,Fully Meets,3.81,3,6,0,6,Full-Time
"Motlagh,  Dawn",10254,0,1,5,3,0,63430,0,19,Production Technician I,QLD,7/07/1989,Female,Citizen,No,1/04/2018,,N/A-StillEmployed,Active,Production       ,Elijiah Gray,16,LinkedIn,Fully Meets,4.4,4,0,0,18,Full-Time
"Moumanil, Maliki ",10120,1,1,5,3,0,74417,0,20,Production Technician II,QLD,1/12/1979,Male,Citizen,No,13/05/2018,,N/A-StillEmployed,Active,Production       ,Michael Albert,22,LinkedIn,Fully Meets,4.29,5,0,0,11,Full-Time
"Myers, Michael",10216,1,1,5,3,0,57575,0,19,Production Technician I,QLD,18/04/1985,Male,Citizen,No,8/07/2018,,N/A-StillEmployed,Active,Production       ,Kissy Sullivan,20,LinkedIn,Fully Meets,4.1,4,0,0,13,Full-Time
"Navathe, Kurt",10079,1,1,3,3,0,87921,0,22,Senior BI Developer,QLD,25/04/1975,Male,Citizen,No,10/02/2022,,N/A-StillEmployed,Active,IT/IS,Brian Champaigne,13,Indeed,Fully Meets,5,3,6,0,17,Full-Time
"Ndzi, Colombui",10215,1,5,5,3,1,50470,1,19,Production Technician I,QLD,2/05/1994,Male,Citizen,No,26/09/2016,4/04/2019,return to school,Voluntarily Terminated,Production       ,Webster Butler,39,Diversity Job Fair,Fully Meets,4.3,3,0,0,19,Full-Time
"Ndzi, Horia",10185,1,5,5,3,0,46664,1,19,Production Technician I,QLD,28/03/1988,Male,Citizen,No,1/04/2018,25/05/2021,more money,Voluntarily Terminated,Production       ,Amy Dunn,11,Employee Referral,Fully Meets,3.18,3,0,0,10,Full-Time
"Newman, Richard ",10063,1,3,5,3,0,48495,0,19,Production Technician I,QLD,8/04/1982,Male,Citizen,No,12/05/2019,,N/A-StillEmployed,Active,Production       ,Ketsia Liebig,19,LinkedIn,Fully Meets,5,5,0,0,11,Full-Time
"Ngodup, Shari ",10037,0,1,5,4,1,52984,0,19,Production Technician I,QLD,3/06/1972,Female,Citizen,No,1/04/2018,,N/A-StillEmployed,Active,Production       ,Brannon Miller,12,Diversity Job Fair,Exceeds,4,3,0,0,12,Full-Time
"Nguyen, Dheepa",10042,0,1,6,3,0,63695,0,3,Area Sales Manager,NSW,31/03/1994,Female,Citizen,No,8/07/2018,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Indeed,Fully Meets,5,5,0,0,2,Full-Time
"Nguyen, Lei-Ming",10206,0,1,5,3,0,62061,0,19,Production Technician I,QLD,7/07/1989,Female,Citizen,No,8/07/2018,,N/A-StillEmployed,Active,Production       ,David Stanley,14,LinkedIn,Fully Meets,3.6,5,0,0,4,Full-Time
"Nowlan, Kristie",10104,0,1,5,3,0,66738,0,20,Production Technician II,QLD,23/11/1990,Female,Citizen,No,10/11/2019,,N/A-StillEmployed,Active,Production       ,Elijiah Gray,16,Indeed,Fully Meets,4.53,5,0,0,5,Part-Time
"O'hare, Lynn",10303,0,4,5,1,0,52674,1,19,Production Technician I,QLD,30/09/1985,Female,Citizen,No,31/03/2019,1/05/2023,performance,Terminated for Cause,Production       ,Kissy Sullivan,20,LinkedIn,PIP,2.33,2,0,6,3,Part-Time
"Oliver, Brooke ",10078,0,5,5,3,0,71966,1,20,Production Technician II,QLD,11/02/1957,Female,Citizen,No,14/05/2017,19/08/2018,unhappy,Voluntarily Terminated,Production       ,Webster Butler,39,LinkedIn,Fully Meets,5,3,0,0,17,Full-Time
"Onque, Jasmine",10121,0,1,6,3,0,63051,0,3,Area Sales Manager,NSW,11/05/1995,Female,Citizen,Yes,30/09/2018,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Indeed,Fully Meets,4.28,3,0,0,1,Full-Time
"Osturnka, Adeel",10021,1,1,5,4,0,47414,0,19,Production Technician I,QLD,11/12/1981,Male,Citizen,No,30/09/2018,,N/A-StillEmployed,Active,Production       ,Kelley Spirea,18,LinkedIn,Exceeds,5,3,0,0,13,Full-Time
